PERMNO,betav
13084,0.9807
13085,2.36977
13085,2.36977
13097,-0.01164
13097,-0.01164
13097,-0.01164
13097,-0.01164
13103,2.10695
13103,2.10695
13103,2.10695
13113,3.12133
13113,3.12133
13113,3.12133
13113,3.12133
13113,3.12133
13113,3.12133
13113,3.12133
13116,1.93609
13116,1.93609
13116,1.93609
13116,1.93609
13116,1.93609
13116,1.93609
13121,0
13121,0
13121,0
13121,0
13121,0
13124,2.53477
13124,2.53477
13124,2.53477
13124,2.53477
13124,2.53477
13124,2.53477
13124,2.53477
13124,2.53477
13139,0
13139,0
13139,0
13141,2.14154
13141,2.14154
13141,2.14154
13141,2.14154
13142,2.49878
13142,2.49878
13142,2.49878
13142,2.49878
13142,2.49878
13145,0
13145,0
13176,0.00756
13176,0.00756
13180,-0.00153
13180,-0.00153
13180,-0.00153
13180,-0.00153
13180,-0.00153
13181,1.3843
13181,1.3843
13181,1.3843
13185,1.79534
13185,1.79534
13185,1.79534
13185,1.79534
13185,1.79534
13188,0.92248
13188,0.92248
13191,-0.49654
13196,1.69311
13196,1.69311
13206,1.07403
13206,1.07403
13209,1.56846
13209,1.56846
13210,1.49323
13210,1.49323
13210,1.49323
13244,2.65155
13244,2.65155
13244,2.65155
13244,2.65155
13249,2.25038
13249,2.25038
13253,2.69587
13254,0.30737
13254,0.30737
13284,1.49013
13284,1.49013
13284,1.49013
13286,1.17977
13286,1.17977
13296,0.15975
13296,0.15975
13296,0.15975
13299,0
13299,0
13302,0.44421
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13303,1.80327
13305,1.75736
13305,1.75736
13305,1.75736
13305,1.75736
13314,0.97466
13314,0.97466
13315,1.99742
13315,1.99742
13316,0.53966
13316,0.53966
13316,0.53966
13318,1.53427
13318,1.53427
13319,1.28901
13319,1.28901
13319,1.28901
13319,1.28901
13332,0.53568
13332,0.53568
13337,4.26019
13337,4.26019
13337,4.26019
13337,4.26019
13343,2.46472
13343,2.46472
13343,2.46472
13350,1.26163
13350,1.26163
13350,1.26163
13351,0.55275
13351,0.55275
13351,0.55275
13352,0.32916
13353,0.87777
13353,0.87777
13353,0.87777
13356,1.24911
13356,1.24911
13356,1.24911
13356,1.24911
13357,0.49376
13357,0.49376
13357,0.49376
13357,0.49376
13358,0.83666
13358,0.83666
13358,0.83666
13358,0.83666
13365,-0.06118
13365,-0.06118
13366,0.26238
13366,0.26238
13385,0
13385,0
13388,0.22184
13388,0.22184
13393,0.37623
13393,0.37623
13395,1.34316
13396,0
13396,0
13399,1.9953
13399,1.9953
13399,1.9953
13400,1.11305
13400,1.11305
13401,0.36514
13401,0.36514
13429,1.01281
13429,1.01281
13431,1.14885
13431,1.14885
13431,1.14885
13431,1.14885
13431,1.14885
13432,1.47043
13432,1.47043
13438,-0.36631
13438,-0.36631
13438,-0.36631
13439,0.32507
13439,0.32507
13439,0.32507
13441,-0.12389
13441,-0.12389
13441,-0.12389
13447,1.47901
13447,1.47901
13447,1.47901
13447,1.47901
13447,1.47901
13447,1.47901
13452,3.84473
13452,3.84473
13501,0.39234
13501,0.39234
13501,0.39234
13502,0
13502,0
13502,0
13508,0.07635
13510,0.38028
13510,0.38028
13511,0.76917
13511,0.76917
13511,0.76917
13519,3.0643
13519,3.0643
13519,3.0643
13519,3.0643
13539,-0.09216
13539,-0.09216
13543,0.41347
13544,1.44405
13544,1.44405
13544,1.44405
13545,-0.2446
13545,-0.2446
13545,-0.2446
13545,-0.2446
13547,0.75499
13547,0.75499
13547,0.75499
13569,0
13569,0
13569,0
13569,0
13569,0
13569,0
13570,0.39683
13570,0.39683
13570,0.39683
13571,1.00726
13571,1.00726
13571,1.00726
13571,1.00726
13576,1.27452
13576,1.27452
13576,1.27452
13577,2.3438
13577,2.3438
13579,1.32768
13579,1.32768
13579,1.32768
13583,1.5259
13583,1.5259
13584,0.64542
13584,0.64542
13584,0.64542
13586,1.69805
13586,1.69805
13586,1.69805
13586,1.69805
13586,1.69805
13586,1.69805
13601,0.54272
13601,0.54272
13601,0.54272
13604,1.39807
13604,1.39807
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13610,2.03958
13615,0.71071
13615,0.71071
13615,0.71071
13618,1.03216
13618,1.03216
13618,1.03216
13618,1.03216
13618,1.03216
13618,1.03216
13622,1.5362
13625,0.98176
13626,0.94881
13631,1.93693
13631,1.93693
13631,1.93693
13633,2.50755
13633,2.50755
13679,0.25986
13679,0.25986
13679,0.25986
13680,0.67647
13680,0.67647
13680,0.67647
13681,0.86742
13681,0.86742
13685,0.87698
13685,0.87698
13685,0.87698
13687,1.27484
13687,1.27484
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13688,-0.29086
13691,0
13692,0.50946
13721,1.36696
13723,0.95103
13723,0.95103
13723,0.95103
13729,-0.05559
13729,-0.05559
13729,-0.05559
13729,-0.05559
13729,-0.05559
13730,1.8302
13732,0.43789
13732,0.43789
13732,0.43789
13732,0.43789
13738,1.45826
13738,1.45826
13738,1.45826
13739,0.47809
13740,0
13743,1.645
13743,1.645
13743,1.645
13743,1.645
13746,0.3028
13746,0.3028
13746,0.3028
13746,0.3028
13746,0.3028
13747,0
13747,0
13748,1.09352
13748,1.09352
13748,1.09352
13748,1.09352
13748,1.09352
13749,1.02444
13760,1.45199
13760,1.45199
13763,-0.31563
13763,-0.31563
13764,0.45238
13765,0.37071
13765,0.37071
13765,0.37071
13766,1.1923
13766,1.1923
13766,1.1923
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13769,0.72996
13774,-0.02787
13774,-0.02787
13774,-0.02787
13774,-0.02787
13775,0.74012
13775,0.74012
13775,0.74012
13775,0.74012
13783,-0.47804
13783,-0.47804
13786,0.50197
13786,0.50197
13786,0.50197
13786,0.50197
13787,0.44099
13787,0.44099
13787,0.44099
13788,0.69956
13788,0.69956
13788,0.69956
13802,1.66107
13802,1.66107
13807,1.23258
13807,1.23258
13808,-0.04681
13808,-0.04681
13808,-0.04681
13809,0.55987
13809,0.55987
13809,0.55987
13809,0.55987
13816,0.97235
13816,0.97235
13816,0.97235
13817,1.19595
13817,1.19595
13818,0
13818,0
13820,1.86766
13820,1.86766
13820,1.86766
13835,0.48333
13835,0.48333
13835,0.48333
13836,0.15735
13836,0.15735
13837,0.47076
13837,0.47076
13843,0.82086
13844,2.22091
13844,2.22091
13844,2.22091
13844,2.22091
13844,2.22091
13844,2.22091
13860,0.66862
13862,0.56145
13862,0.56145
13862,0.56145
13862,0.56145
13866,0.76594
13866,0.76594
13867,0.57783
13867,0.57783
13867,0.57783
13887,0.62746
13887,0.62746
13889,0
13889,0
13889,0
13890,1.11875
13894,0.52169
13894,0.52169
13895,0
13897,0.36181
13898,0.31639
13898,0.31639
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13901,0.33181
13903,0.84533
13904,1.25566
13904,1.25566
13905,0.46764
13906,1.73147
13906,1.73147
13907,0.89566
13907,0.89566
13908,0.26218
13908,0.26218
13908,0.26218
13911,1.3795
13911,1.3795
13911,1.3795
13911,1.3795
13911,1.3795
13911,1.3795
13914,2.1785
13917,2.9574
13917,2.9574
13917,2.9574
13917,2.9574
13921,1.47213
13921,1.47213
13921,1.47213
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13928,1.12769
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13936,2.46089
13976,0.61468
13976,0.61468
13976,0.61468
13978,-0.41756
13978,-0.41756
13978,-0.41756
13981,0
13981,0
13983,1.46769
13983,1.46769
13983,1.46769
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13987,0.42947
13990,0.21663
13990,0.21663
13990,0.21663
13993,1.94965
13993,1.94965
13993,1.94965
13993,1.94965
13993,1.94965
13994,0.30391
13994,0.30391
13999,-0.22254
13999,-0.22254
13999,-0.22254
14003,0.39984
14006,-0.18097
14006,-0.18097
14006,-0.18097
14006,-0.18097
14009,0.15311
14009,0.15311
14009,0.15311
14010,0
14010,0
14011,1.73767
14019,0.91393
14019,0.91393
14019,0.91393
14019,0.91393
14026,0
14026,0
14026,0
14027,0.37676
14027,0.37676
14030,0.41504
14030,0.41504
14030,0.41504
14030,0.41504
14034,0
14035,0.77298
14035,0.77298
14035,0.77298
14035,0.77298
14036,0.50502
14037,0.55335
14037,0.55335
14039,0.54475
14039,0.54475
14040,1.03906
14040,1.03906
14040,1.03906
14040,1.03906
14061,0.50704
14061,0.50704
14071,0.39435
14071,0.39435
14071,0.39435
14072,0
14072,0
14072,0
14072,0
14075,1.00788
14076,0.32389
14076,0.32389
14088,1.74386
14088,1.74386
14089,2.67618
14089,2.67618
14092,1.99911
14092,1.99911
14092,1.99911
14127,-0.69839
14127,-0.69839
14128,1.22863
14128,1.22863
14128,1.22863
14128,1.22863
14128,1.22863
14132,2.21051
14133,0.51747
14133,0.51747
14133,0.51747
14134,0.77833
14134,0.77833
14134,0.77833
14134,0.77833
14134,0.77833
14135,-0.20923
14135,-0.20923
14135,-0.20923
14136,1.12617
14137,2.01337
14137,2.01337
14140,1.09113
14140,1.09113
14140,1.09113
14140,1.09113
14141,1.27162
14141,1.27162
14141,1.27162
14141,1.27162
14142,0.34865
14142,0.34865
14144,2.11515
14144,2.11515
14144,2.11515
14177,1.49354
14177,1.49354
14177,1.49354
14179,2.06241
14181,0.92604
14181,0.92604
14181,0.92604
14182,1.2851
14182,1.2851
14182,1.2851
14183,0.64815
14183,0.64815
14184,0.91997
14184,0.91997
14185,2.72864
14185,2.72864
14196,1.07735
14209,1.80969
14209,1.80969
14209,1.80969
14213,1.93911
14213,1.93911
14214,0
14215,1.22867
14215,1.22867
14215,1.22867
14215,1.22867
14215,1.22867
14220,0.4717
14221,1.47546
14221,1.47546
14221,1.47546
14224,0.93429
14228,1.5792
14229,1.55718
14229,1.55718
14229,1.55718
14231,1.18953
14232,1.23235
14232,1.23235
14232,1.23235
14235,1.3
14268,1.94441
14268,1.94441
14268,1.94441
14272,-0.14034
14272,-0.14034
14273,1.46643
14273,1.46643
14274,2.21918
14274,2.21918
14274,2.21918
14276,1.31147
14276,1.31147
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14277,2.29826
14280,1.07247
14280,1.07247
14280,1.07247
14287,1.26153
14287,1.26153
14295,1.6682
14296,0.28797
14296,0.28797
14296,0.28797
14296,0.28797
14297,0.9009
14297,0.9009
14298,0.39569
14298,0.39569
14298,0.39569
14299,1.79354
14299,1.79354
14299,1.79354
14299,1.79354
14301,1.16907
14301,1.16907
14301,1.16907
14308,1.84225
14308,1.84225
14328,0.75575
14329,0.90557
14329,0.90557
14332,1.99609
14332,1.99609
14332,1.99609
14332,1.99609
14334,1.3322
14335,0
14336,2.04231
14336,2.04231
14338,1.15943
14338,1.15943
14339,0
14339,0
14339,0
14339,0
14342,0
14342,0
14344,2.31567
14344,2.31567
14344,2.31567
14344,2.31567
14344,2.31567
14344,2.31567
14378,1.67066
14379,2.09405
14379,2.09405
14379,2.09405
14380,0.85649
14380,0.85649
14392,0
14392,0
14392,0
14400,1.52999
14400,1.52999
14400,1.52999
14400,1.52999
14401,0.4888
14401,0.4888
14406,1.69282
14406,1.69282
14408,0
14408,0
14414,0.84343
14478,1.44828
14478,1.44828
14479,1.22368
14479,1.22368
14487,1.73215
14487,1.73215
14487,1.73215
14487,1.73215
14489,0.82167
14489,0.82167
14489,0.82167
14490,1.01683
14490,1.01683
14490,1.01683
14490,1.01683
14493,1.60143
14493,1.60143
14493,1.60143
14495,1.16918
14497,1.06502
14497,1.06502
14497,1.06502
14498,0.78368
14499,0
14499,0
14500,0.8076
14502,2.9547
14503,0.76385
14503,0.76385
14504,0.05991
14504,0.05991
14505,1.75692
14505,1.75692
14505,1.75692
14507,0.83903
14507,0.83903
14514,1.11335
14516,1.28951
14516,1.28951
14516,1.28951
14516,1.28951
14520,0.44257
14520,0.44257
14520,0.44257
14520,0.44257
14520,0.44257
14521,1.62878
14521,1.62878
14521,1.62878
14522,0.58245
14522,0.58245
14523,2.00203
14523,2.00203
14523,2.00203
14523,2.00203
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14541,1.04496
14558,1.46454
14558,1.46454
14558,1.46454
14559,0.72327
14564,0.83723
14564,0.83723
14564,0.83723
14565,0.93635
14565,0.93635
14565,0.93635
14565,0.93635
14565,0.93635
14565,0.93635
14565,0.93635
14566,1.22535
14566,1.22535
14567,1.60048
14572,1.37367
14574,1.52163
14574,1.52163
14575,0
14575,0
14579,1.06417
14579,1.06417
14579,1.06417
14579,1.06417
14580,1.27188
14580,1.27188
