fyear,tic,gsector,ggroup,gind,gsubind,naics,sic,spcsrc,at,act,invt,lt,lct,ap,teq,re,sale,cogs,xopr,ni,oancf,ivncf,fincf
2018,KLXE,10,1010,101010,10101020,213112,1389,,672.8,308.3,15.4,332.1,85.2,47.3,340.7,-4.5,495.3,328.5,401.3,14.4,62,-214.1,315.9
2019,KLXE,10,1010,101010,10101020,213112,1389,,623.4,228.5,12,311.2,64.8,31.4,312.2,-100.9,544,405.9,508.6,-96.4,58.1,-97.7,-0.7
2018,EVRG1,55,5510,551010,55101010,2211,4911,,11816.8,768,276.8,7856.1,1378.9,154.4,3960.7,1260.6,2645.9,1621.6,1621.6,338.9,751.9,-727.4,16.5
2019,EVRG1,55,5510,551010,55101010,2211,4911,,12046.7,750.9,266.4,7841.7,1286.5,200.5,4205,1494,2507.4,1467.1,1467.1,343.4,822.8,-458.2,-403.9
2018,SYSX.1,45,4510,451020,45102010,423430,5045,,3.035,0.401,0,17.697,15.357,13.976,-14.662,-3.123,4.469,2.106,9.804,-7.901,-16.576,0.362,16.198
2019,SYSX.1,45,4510,451020,45102010,423430,5045,,3.077,2.125,0,23.126,11.599,10.271,-20.049,-8.538,5.275,4.138,7.968,-5.415,-9.364,0,9.386
2018,STRO,35,3520,352010,35201010,325414,2836,,223.139,209.946,0,91.6,36.423,3.061,131.539,-150.375,38.419,71.103,71.103,-35.317,12.683,-80.19,170.785
2019,STRO,35,3520,352010,35201010,325414,2836,,156.37,128.568,0,58.581,32.967,5.584,97.789,-195.58,42.736,93.427,93.427,-55.744,-65.023,-51.131,-4.184
2018,YI,30,3010,301010,30101010,45411,5960,,224.841,219.124,30.654,46.912,45.729,30.861,177.929,-191.435,259.67,253.621,316.148,-55.263,-49.873,6.463,141.425
2019,YI,30,3010,301010,30101010,45411,5960,,231.264,212.758,69.836,120.116,111.076,63.815,111.148,-259.499,567.579,560.859,636.396,-71.752,-73.586,34.134,15.652
2018,NIO,25,2510,251020,25102010,336111,3711,,2739.605,1769.399,213.038,1747.847,1249.432,417.277,991.758,-5099.645,719.874,757.077,2046.074,-1404.595,-1150.328,-1154.556,1687.027
2019,NIO,25,2510,251020,25102010,336111,3711,,2094.216,707.742,127.751,2995.781,1364.19,446.891,-901.565,-6682.371,1123.783,1245.05,2571.471,-1639.106,-1252.578,485.72,444.485
2018,VIOT,25,2520,252010,25201040,3352,3630,,279.604,276.646,33.728,123.906,123.83,79.746,155.698,-18.22,372.389,267.699,346.447,9.503,32.317,-22.074,87.96
2019,VIOT,25,2520,252010,25201040,3352,3630,,434.076,417.581,60.034,236.683,234.502,149.815,197.393,25.341,667.458,509.791,625.72,41.96,35.262,-38.626,6.971
2018,QTT,50,5020,502030,50203010,519130,7370,,400.195,381.817,0,180.47,161.531,19.083,219.725,-315.458,439.404,72.967,726.768,-282.439,-63.212,-10.54,334.123
2019,QTT,50,5020,502030,50203010,519130,7370,,422.26,386.647,0,523.559,269.381,47.145,-101.299,-700.905,799.953,233.783,1192.451,-386.138,-339.982,-175.808,253.914
2018,EB,50,5020,502030,50203010,519130,7370,,836.884,545.704,0,421.662,308.204,273.229,415.222,-302.695,298.311,97.379,301.178,-64.078,7.162,-0.039,240.056
2019,EB,50,5020,502030,50203010,519130,7370,,808.015,524.576,0,382.2,350.308,310.241,425.815,-372.826,326.801,115.195,375.425,-68.76,28.658,-13.598,-31.52
2018,ARVN,35,3520,352020,35202010,325414,2836,,199.282,195.678,0,62.615,22.98,2.758,136.667,-302.483,14.324,57.42,57.42,-41.48,-16.118,-179.665,168.061
2019,ARVN,35,3520,352020,35202010,325414,2836,,301.641,290.881,0,74.955,32.813,4.557,226.686,-372.449,42.976,92.938,92.938,-70.292,-40.626,-93.097,139.744
2018,INMB,35,3520,352010,35201010,325414,2836,,17.363,0.849,0,0.824,0.824,0.824,16.539,-8.916,0,0,12.44,-12.44,-2.059,0,0.9
2019,INMB,35,3520,352010,35201010,325414,2836,,24.47,7.765,0,0.86,0.7,0.692,23.61,-21.235,0,0,9.298,-7.678,-5.385,0,12.209
2018,GRTS,35,3520,352010,35201010,325414,2836,,189.558,157.636,0,40.436,15.108,4.825,149.122,-126.487,1.187,62.81,62.81,-64.775,-38.162,-59.103,110.441
2019,GRTS,35,3520,352010,35201010,325414,2836,,184.389,131.273,0,50.045,19.5,4.621,134.344,-220.964,4.365,97.56,97.56,-94.433,-85.011,15.841,74.395
2019,SKPGF,55,5510,551050,55105020,2211,4991,,200.067,81.319,6.901,161.007,78.144,31.809,39.06,-91.815,188.591,112.067,163.515,1.176,2.878,-27.064,24.186
2018,CCC.4,,,,,999990,9995,,698.438,3.863,0,26.895,2.744,1.936,671.543,1.242,,,,,,,
2018,UPWK,20,2020,202020,20202010,519130,7370,,391.573,255.882,0,147.828,127.6,2.073,243.745,-143.499,253.354,79.177,260.117,-19.907,13.744,-7.285,101.074
2019,UPWK,20,2020,202020,20202010,519130,7370,,446.38,280.635,0,186.956,149.098,0.652,259.424,-171.957,300.562,84.151,312.633,-16.659,1.058,-100.924,29.402
2018,GH,35,3510,351020,35102015,325413,2835,,587.403,468.991,9.136,104.251,46.944,10.642,483.152,-280.882,90.639,36.074,176.445,-85.063,-72.185,-153.028,293.161
2019,GH,35,3510,351020,35102015,325413,2835,,962.535,597.358,15.181,164.142,72.734,16.197,798.393,-351.698,214.375,59.309,284.913,-75.651,-47.134,-317.57,367.304
2018,APM,35,3520,352010,35201010,325414,2836,,45.075,28.723,0.031,12.329,12.185,0.04,32.746,-18.864,0.383,10.029,10.029,-14.832,-10.036,-6.062,25.479
2019,APM,35,3520,352010,35201010,325414,2836,,23.954,8.033,0.034,9.102,2.675,0.045,14.852,-37.562,0.535,17.433,17.433,-18.687,-13.383,-0.108,-7.323
2018,DRKOF,45,4510,451020,45102030,2111,1311,,29.523,11.644,0.234,11.209,6.714,0.487,18.314,-11.549,10.36,0.707,12.641,-5.412,-4.315,-1.03,9.848
2019,DRKOF,45,4510,451020,45102030,2111,1311,,25.242,10.8,0.242,10.147,7.108,0.375,15.095,-19.412,13.123,0.945,16.005,-8.184,-3.613,-3.112,2.959
2018,CWBHF,35,3520,352020,35202010,325412,2834,,139.134,107.951,25.408,17.636,14.152,3.379,121.498,17.825,69.501,15.983,51.682,11.808,-0.899,-4.712,71.959
2019,CWBHF,35,3520,352020,35202010,325412,2834,,222.942,146.355,64.227,69.244,29.428,8.798,153.698,2.258,94.594,43.148,115.433,-15.567,-33.476,-17.715,46.34
2018,KOD,35,3520,352010,35201010,325414,2836,,92.189,90.449,0,5.356,4.826,1.05,86.833,-110.766,0,0,25.884,-41.443,-29.031,-0.581,116.471
2019,KOD,35,3520,352010,35201010,325414,2836,,358.866,339.23,0,13.507,11.711,2.619,345.359,-158.121,0,0,48.652,-47.365,-39.146,-136.998,299.687
2018,EDTX.1,,,,,999990,9995,,65.247,0.731,0,1.456,0.231,0.037,63.791,0.052,0,0,0.21,0.052,,,
2019,EDTX.1,,,,,999990,9995,,66.072,0.4,0,1.898,0.58,0.107,64.174,0.435,0,0,0.782,0.383,-0.849,0.295,0.27
2018,BSVN,40,4010,401010,40101015,522110,6020,,770.511,,0.622,682.045,,675.903,88.466,8.089,48.131,7.369,17.476,25,27.001,-37.573,38.608
2019,BSVN,40,4010,401010,40101015,522110,6020,,866.392,,1.031,766.266,,757.483,100.126,7.634,53.017,9.516,33.287,8.225,19.18,-108.07,77.928
2018,LKCO,50,5020,502030,50203010,519130,7370,,97.079,31.539,0,33.978,33.734,0.758,63.101,-41.029,21.042,3.717,24.789,-11.928,-6.924,1.184,6.875
2019,LKCO,50,5020,502030,50203010,519130,7370,,117.896,40.973,0,63.923,30.688,4.314,53.973,-72.005,18.779,14.74,44.349,-31.513,-18.264,-14.627,35.44
2018,YMAB,35,3520,352010,35201010,325414,2836,,151.924,151.532,0,11.397,9.123,5.872,140.527,-84.828,0,0,43.201,-43.274,-41.229,-0.234,98.763
2019,YMAB,35,3520,352010,35201010,325414,2836,,216.366,211.955,0,17.463,13.586,8.52,198.903,-165.813,0,0,82.838,-81.028,-73.497,-1.965,134.704
2018,CTAC.,,,,,999990,9995,,222.364,1.206,0,8.145,0.445,0.216,214.219,0.615,,,,,,,
2019,CTAC.,,,,,999990,9995,,224.295,0.279,0,13.398,5.698,5.359,210.897,-2.707,0,0,7.144,-3.322,-2.986,1.807,0.309
2018,MNTV,45,4510,451030,45103010,518210,7370,,679.348,170.205,0,459.965,135.702,2.804,219.383,-332.555,254.324,34.83,331.822,-154.74,45.372,-21.034,95.475
2019,MNTV,45,4510,451030,45103010,518210,7370,,804.259,161.29,0,502.275,193.056,2.677,301.984,-403.16,307.421,38.059,330.135,-73.859,54.652,-128.086,50.822
2018,AATP,35,3510,351020,35102010,424210,5122,,5.129,3.796,0,0.03,0.03,0,5.099,-0.232,0.487,0.441,0.721,-0.13,-0.348,-1.362,2.93
2019,AATP,35,3510,351020,35102010,424210,5122,,4.73,3.87,0,0.15,0.15,0.035,4.58,-0.75,1.546,1.438,1.678,-0.52,-0.667,-0.003,-0.005
2018,CNPOF,40,4020,402030,40203010,523999,6799,,419.285,107.61,0,11.099,4.133,4.133,408.186,44.611,38.477,30.45,30.45,3.918,-2.633,-129.614,190.131
2019,CNPOF,40,4020,402030,40203010,523999,6799,,300.385,57.471,0,2.107,1.688,1.541,298.278,-73.515,-11.223,19.402,19.402,-40.566,-7.666,-50.915,1.122
2018,OSMT,35,3520,352020,35202010,325412,2834,,795.645,172.385,24.383,409.376,114.394,24.87,386.269,-104.206,263.702,55.492,174.003,-109.396,37.558,-4.134,3.604
2019,OSMT,35,3520,352020,35202010,325412,2834,,463.255,172.63,21.305,348.547,75.937,8.495,114.708,-375.25,240.031,56.63,179.964,-270.901,33.567,-4.02,-4.691
2018,ALLO,35,3520,352010,35201010,325414,2836,,773.855,467.982,0,70.691,29.459,12.338,703.164,-211.222,0,0,81.906,-211.505,-44.653,-632.798,771.182
2019,ALLO,35,3520,352010,35201010,325414,2836,,717.802,544.576,0,88.779,33.079,9.25,629.023,-394.977,0,0,196.805,-184.594,-137.35,164.084,58.96
2018,IMAC,35,3510,351020,35102020,621498,8093,,11.075,0.668,0,15.007,13.831,1.262,-3.932,-3.545,6.701,5.679,7.975,-3.054,-1.808,-1.604,3.479
2019,IMAC,35,3510,351020,35102020,621498,8093,,20.418,2.578,0,12.481,6.066,2.91,7.937,-10.042,15.126,13.457,19.759,-6.497,-4.069,-1.053,5.301
2018,EQ,35,3520,352010,35201010,325414,2836,,67.163,67.099,0,2.228,2.028,1.119,64.935,-15.507,0,0,8.609,-13.25,-7.526,-37.434,66.365
2019,EQ,35,3520,352010,35201010,325414,2836,,55.539,55.431,0,13.691,3.883,1.873,41.848,-41.091,0,0,26.704,-25.6,-22.949,-2.166,9.836
2018,GRAF,,,,,999990,9995,,246.433,1.542,0,15.665,0.528,0.11,230.768,4.076,,,,,,,
2019,GRAF,,,,,999990,9995,,249.716,0.728,0,32.886,32.886,0.028,216.83,-9.847,0,0.1,0.717,-13.923,-1.784,1.142,-0.101
2019,DDMX.2,,,,,999990,9995,,56.845,0.257,0,0.492,0.492,0.492,56.353,0.227,0,0,0.711,0.227,-0.301,-55.65,56.126
2018,CTK,45,4510,451030,45103010,511210,7372,,118.443,113.176,0,34.12,33.243,24.781,84.323,-117.911,134.11,13.779,124.563,10.147,23.106,-3.655,40.169
2019,CTK,45,4510,451030,45103010,511210,7372,,101.837,95.641,0,62.929,62.333,37.878,38.908,-155.031,177.884,12.296,212.517,-36.846,-15.664,-5.331,-3.797
2018,CBNK,40,4010,401010,40101015,522110,6020,,1105.058,,18.668,990.494,,955.24,114.564,65.106,85.251,13.379,42.862,12.767,28.302,-109.263,63.373
2019,CBNK,40,4010,401010,40101015,522110,6020,,1428.495,,73.414,1295.164,,1225.421,133.331,81.631,107.872,18.633,55.579,16.895,-26.346,-188.847,295.294
2018,SIBN,35,3510,351010,35101020,339113,3842,,138.521,136.042,3.343,48.329,9.006,2.146,90.192,-156.738,55.38,4.111,66.623,-17.453,-14.519,-97.825,115.15
2019,SIBN,35,3510,351010,35101020,339113,3842,,117.009,111.462,5.452,54.001,18.774,2.811,63.008,-195.116,67.301,6.016,99.33,-38.403,-31.627,13.491,3.488
2018,PHAS,35,3520,352010,35201010,325414,2836,,63.026,62.628,0,12.099,4.577,1.806,50.927,-122.911,0.668,20.207,20.207,-23.846,-17.053,-0.119,64.797
2019,PHAS,35,3520,352010,35201010,325414,2836,,82.494,78.823,0,22.516,8.479,2.921,59.978,-162.158,2.361,41.923,41.923,-39.247,-39.594,-0.96,53.528
2018,LAIX,25,2530,253020,25302010,611,8200,,138.181,126.753,0,106.355,106.205,10.113,31.826,-133.843,92.649,25.279,159.18,-70.962,-16.421,-60.734,64.552
2019,LAIX,25,2530,253020,25302010,611,8200,,132.009,92.887,0,178.656,160.048,19.775,-46.647,-212.862,146.95,38.505,228.162,-82.548,-21.279,14.397,-2.347
2018,RKFL,45,4510,451020,45102020,519130,7370,,0.019,0.019,0,0.078,0.078,0.078,-0.059,-1.495,0,0,1.332,-1.332,-0.011,0,0.03
2019,RKFL,45,4510,451020,45102020,519130,7370,,0.008,0.008,0,0.07,0.07,0.07,-0.062,-1.62,0,0,0.125,-0.125,-0.133,0,0.121
2018,NGM,35,3520,352020,35202010,325414,2836,,246.085,214.557,0,59.406,41.486,5.775,186.679,-147.46,108.665,105.756,105.756,-0.493,-7.597,38.729,0.198
2019,NGM,35,3520,352020,35202010,325414,2836,,380.403,355.248,0,49.684,39.718,9.026,330.719,-196.119,103.544,145.279,145.279,-42.795,-41.174,48.723,180.751
2018,PLAN,45,4510,451030,45103010,518210,7370,,528.769,448.664,0,221.291,208.363,6.182,307.478,-346.272,240.642,54.461,355.968,-131.016,-45.853,-22.519,279.923
2019,PLAN,45,4510,451030,45103010,518210,7370,,649.807,462.915,0,358.126,307.692,5.331,291.681,-496.779,348.022,70.436,474.814,-149.217,-14.405,-48.506,46.506
2018,TWST,35,3520,352010,35201010,325414,2836,,115.791,95.671,6.028,26.73,18.537,7.531,89.061,-210.768,25.427,26.462,90.259,-71.236,-66.164,26.872,88.822
2019,TWST,35,3520,352010,35201010,325414,2836,,186.994,160.135,7.33,34.912,30.354,9.76,152.082,-318.343,54.385,40.915,154.924,-107.669,-87.937,-104.81,158.578
2018,GBNH,35,3510,351020,35102015,621420,8093,,19.062,18.151,0,4.421,4.238,1.865,14.641,-14.531,21.259,18.369,24.999,-4.958,-7.399,-0.812,16.06
2019,GBNH,35,3510,351020,35102015,621420,8093,,56.964,19.951,0,34.018,13.184,4.64,22.946,-30.441,35.686,27.198,41.9,-15.91,-8.554,-8.134,15.254
2018,ESTC,45,4510,451030,45103010,511210,7372,,485.738,429.641,0,222.726,203.58,4.45,263.012,-318.508,271.653,72.463,366.366,-102.303,-23.937,-8.283,281.788
2019,ESTC,45,4510,451030,45103010,511210,7372,,803.911,480.239,0,390.264,321.424,11.485,413.647,-485.628,427.62,113.131,567.892,-167.174,-30.564,-29.187,58.539
2018,ARYA.1,,,,,999990,9995,,145.821,1.332,0,4.677,0.005,0,141.144,0.627,0,0,0.112,0.627,-0.238,-143.75,145.186
2019,ARYA.1,,,,,999990,9995,,148.776,0.935,0,5.053,0.382,0.107,143.723,3.205,0,0,0.774,2.579,-0.324,0,0
2018,UTZ,30,3020,302020,30202030,311919,2090,,443.315,1.266,0,15.6,0.15,0.116,427.715,1.911,,,,,,,
2019,UTZ,30,3020,302020,30202030,311919,2090,,451.742,0.722,0,16.052,0.603,0.012,435.69,4.999,0,0,0.998,7.974,-0.36,0,0
2018,LOGC,35,3520,352010,35201010,325412,2834,,82.91,82.174,0,2.685,2.685,1.168,80.225,-27.251,0,0,17.854,-17.621,-15.267,-0.579,72.306
2019,LOGC,35,3520,352010,35201010,325412,2834,,55.66,52.838,0,13.373,3.563,0.624,42.287,-67.356,0,0,40.752,-40.128,-38.75,-18.505,10.069
2018,NIU,25,2510,251020,25102020,336991,3751,,172.329,162.805,20.702,89.395,86.801,36.3,82.934,-166.793,214.861,185.308,255.618,-50.747,1.131,-15.061,80.749
2019,NIU,25,2510,251020,25102020,336991,3751,,216.981,188.323,25.655,103.304,99.6,37.195,113.677,-135.957,298.189,227.409,271.002,27.299,25.661,-67.196,5.067
2018,MSC,25,2530,253010,25301010,721120,7990,,2802.338,459.041,9.904,1705.937,438.972,6.421,1096.401,-812.161,571.213,124.073,261.26,-21.598,139.518,-147.515,5.152
2019,MSC,25,2530,253010,25301010,721120,7990,,2712.24,414.44,9.763,1553.581,100.171,3.337,1158.659,-764.265,626.733,137.74,269.238,33.564,228.504,-90.922,-189.976
2018,GMDA,35,3520,352010,35201010,325414,2836,,65.164,62.191,0,40.477,6.705,1.985,24.687,-169.333,0,0,33.375,-52.931,-26.426,-2.751,48.093
2019,GMDA,35,3520,352010,35201010,325414,2836,,68.775,56.703,0,33.792,11.395,1.164,34.983,-204.101,0,0,46.102,-34.351,-37.93,3.666,35.729
2018,NVGI,45,4510,451030,45103010,519130,7370,,14.358,10.037,0.017,14.273,12.265,0,0.085,-125.121,8.626,2.57,6.67,-123.691,0.689,-3.771,2.626
2019,NVGI,45,4510,451030,45103010,519130,7370,,10.22,6.746,0.014,11.749,10.056,2.217,-1.529,-137.922,13.405,7.555,15.013,-12.562,0.063,-0.066,-0.12
2018,FLFG,40,4030,403010,40301020,524113,6311,,279.727,,0,226.807,,,52.92,19.809,20.818,15.88,25.396,-4.826,-7.52,-2.873,39.56
2018,ROAN,10,1010,101020,10102020,211120,1311,,2749.109,323.315,0,1254.075,365.473,156.286,1495.034,-151.52,517.821,65.179,128.733,-140.671,268.296,-689.092,426.208
2018,ULNV,25,2550,255020,25502020,54161,8742,,1.624,1.486,0,2.193,2.193,0.007,-0.569,-1.534,3.454,0.128,2.043,1.407,1.011,-0.073,-0.423
2019,ULNV,25,2550,255020,25502020,54161,8742,,2.701,1.398,0,3.041,2.436,0.135,-0.34,-2.108,3.383,1.544,4.031,-0.574,-0.588,0.002,0.154
2018,VRRM,45,4510,451020,45102020,518210,7374,,1344.783,185.148,0,1042.727,68.736,45.188,302.056,-45.977,370.146,117.723,188.583,-58.395,46.017,-562.857,574.268
2019,VRRM,45,4510,451020,45102020,518210,7374,,1407.426,272.438,0,1068.079,104.881,50.825,339.347,-27.935,448.737,144.77,229.563,33.343,133.802,-54.973,-14.52
2018,AGAAF,55,5510,551020,55102010,221210,4924,,1515.5,74.7,1.4,906.9,91.5,,608.6,187.6,309.1,209.8,209.8,45.3,89.9,-76.2,-11.9
2019,AGAAF,55,5510,551020,55102010,221210,4924,,1582.3,71.7,1.4,961.7,109.3,,620.6,199.1,326.3,226.2,226.2,42.1,76.6,-70.4,-7.8
2018,STNE,45,4510,451020,45102020,522320,6099,,3433.767,3212.8,0,2118.197,1564.007,1320.98,1315.57,-124.579,407.918,87.309,191.898,77.811,-623.968,-707.021,1238.566
2019,STNE,45,4510,451020,45102020,522320,6099,,4877.499,4578.752,0,3391.541,2953.636,1641.418,1485.958,91.071,640.847,95.676,240.733,200.307,-659.707,-108.857,934.899
2018,FTAC,,,,,999990,9995,,348.333,2.393,0,14.993,0.293,0.111,333.34,0.542,0,0,0.215,0.543,-0.197,-345,347.497
2019,FTAC,,,,,999990,9995,,352.558,0.698,0,14.942,0.242,0.242,337.616,4.818,0,0,2.065,4.276,-3.907,2.058,0
2018,XM,45,4510,451030,45103010,519130,7370,,378.513,289.211,0,356.211,340.556,23.441,22.302,-119.551,401.908,90.763,420.242,-37.308,36.404,-32.686,-0.531
2019,XM,45,4510,451030,45103010,519130,7370,,603.284,295.417,0,1143.804,789.222,31.707,-540.52,-1127.193,591.155,169.677,1565.588,-1007.633,-370.904,-33.181,329.793
2018,VAPO,35,3510,351010,35101010,334510,3845,,97.246,81.723,13.71,45.685,14.043,3.148,51.561,-214.382,42.377,23.505,74.891,-42.468,-39.965,-5.18,76.86
2019,VAPO,35,3510,351010,35101010,334510,3845,,111.89,93.101,9.137,58.151,16.19,2.753,53.739,-265.397,48.104,24.915,92.99,-51.059,-39.662,-6.307,59.449
2018,TC,50,5020,502010,50201010,541890,7389,,105.546,101.723,0,18.02,18.02,1.018,87.526,-69.119,94.654,26.507,104.392,-11.443,-7.755,-3.016,81.73
2019,TC,50,5020,502010,50201010,541890,7389,,81.458,76.315,0,20.712,20.402,0.837,60.746,-102.867,92.6,26.29,129.589,-36.091,-23.238,-26.935,-5.349
2018,AMK,40,4020,402030,40203010,519130,7370,,1147.275,126.756,0,448.264,49.235,0.73,699.011,63.849,361.201,224.556,278.896,37.426,61.662,-17.714,11.259
2019,AMK,40,4020,402030,40203010,519130,7370,,1188.96,132.854,0,330.099,41.577,0.967,858.861,62.383,415.426,282.59,350.898,-0.42,55.083,-59.914,-2.182
2018,ETRN,10,1010,101020,10102040,486210,4922,,10523.835,568.839,,5264.202,549.456,175.907,5259.633,32.423,1495.098,287.261,287.261,218.398,721.71,-1785.973,1237.431
2019,ETRN,10,1010,101020,10102040,486210,4922,,12041.709,375.212,,6759.629,335.957,128.114,5282.08,-620.088,1630.242,278.282,278.282,-203.743,976.487,-2574.532,1392.195
2018,RBKB,40,4010,401020,40102010,522120,6036,,882.423,,1.685,823.146,,684.418,59.277,59.177,38.911,7.42,25.209,4.357,8.608,-104.072,135.594
2019,RBKB,40,4010,401020,40102010,522120,6036,,973.946,,1.417,864.064,,773.343,109.882,68.048,46.616,11.199,30.32,5.963,8.985,-128.958,81.361
2018,AXNX,35,3510,351010,35101010,334510,3845,,171.906,165.34,3.673,28.631,5.887,3.436,143.275,-100.065,0.707,31.898,31.898,-32.483,-31.37,-60.05,165.342
2019,AXNX,35,3510,351010,35101010,334510,3845,,219.822,211.68,15.659,36.819,12.033,5.882,183.003,-180.012,13.82,5.299,93.228,-79.935,-83.454,45.287,110.955
2018,ORTX,35,3520,352010,35201010,325414,2836,,366.042,355.517,0,54.704,47.905,18.125,311.338,-287.076,2.076,102.308,102.308,-230.495,-97.536,-4.032,354.864
2019,ORTX,35,3520,352010,35201010,325414,2836,,399.281,349.896,0,100.088,55.856,11.984,299.193,-451.619,2.513,173.711,173.711,-163.422,-166.131,-309.358,157.453
2018,KOREF,15,1510,151040,15104030,212221,1040,,2.175,0.552,0,1.478,1.478,1.478,0.697,-5.951,0,0,2.372,-4.505,-1.902,-0.165,2.012
2019,KOREF,15,1510,151040,15104030,212221,1040,,4.873,3.461,0,0.707,0.707,0.707,4.166,-7.798,0,0,3.907,-1.79,-3.999,2.349,4.779
2018,ALYA,45,4510,451020,45102010,5415,7370,,236.869,99.066,0,85.413,55.933,19.004,151.456,-37.644,209.478,155.202,207.817,-12.475,-19.573,21.996,-5.623
2019,ALYA,45,4510,451020,45102010,5415,7370,,257.816,95.725,0,130.447,62.631,14.972,127.369,-72.657,279.007,196.033,272.815,-39.667,8.692,-18.204,4.942
2018,CNF,40,4010,401020,40102010,522291,6141,,2814.071,,0,2371.264,,17.13,442.807,308.663,624.779,168.12,168.12,125.171,193.761,93.255,-0.371
2019,CNF,40,4010,401020,40102010,522291,6141,,1870.781,,0,1353.973,,19.905,516.808,382.023,437.57,151.781,151.781,76.784,186.574,708.955,-1105.228
2018,AVCO,35,3510,351020,35102015,531120,6512,,13.396,3.625,0.013,2.142,1.142,0.007,11.254,-11.522,1.562,0.651,8.669,-7.774,-4.396,-1.308,5.042
2019,AVCO,35,3510,351020,35102015,531120,6512,,10.491,1.571,,6.025,2.835,0.084,4.466,-29.613,1.546,1.003,19.407,-18.07,-7.08,-0.553,6.155
2018,SG,40,4030,403010,40301050,524126,6331,,6007.7,,0,4069.3,,210.1,1938.4,614.2,1425.5,1301.6,1370,-18.1,108,-189.9,-6.6
2019,SG,40,4030,403010,40301050,524126,6331,,6413.8,,0,4548,,247,1865.8,541,1718.7,1597.2,1698.7,-47.3,109.8,-77.7,-8
2018,MRNA,35,3520,352010,35201010,325414,2836,,1962.149,1563.006,0,431.908,222.803,31.21,1530.241,-1007.947,135.068,523.472,523.472,-384.734,-330.865,-372.472,1226.842
2019,MRNA,35,3520,352010,35201010,325414,2836,,1589.422,1128.804,0,414.612,143.115,7.09,1174.81,-1494.65,60.209,574.908,574.908,-514.021,-458.968,-14.945,51.121
2018,MOGU,25,2550,255020,25502020,454110,5961,,685.96,265.025,0.751,82.86,81.786,2.68,603.1,-796.439,160.067,45.039,216.174,-72.455,-48.545,-12.343,61.816
2019,MOGU,25,2550,255020,25502020,454110,5961,,344.642,185.057,0.413,64.994,61.439,2.41,279.648,-1051.239,117.949,40.466,169.31,-313.984,-44.026,-15.977,-4.142
2018,USWS,10,1010,101010,10101010,213112,1389,,480.23,113.912,9.413,239.881,140.465,89.36,240.349,-17.383,648.847,533.031,563.137,-65.896,83.469,-139.573,79.714
2019,USWS,10,1010,101010,10101010,213112,1389,,612.782,143.33,9.052,426.114,141.007,70.17,186.668,-111.201,514.757,383.957,414.075,-93.913,74.844,-208.294,144.818
2018,WEI,40,4020,402020,40202010,519130,7370,,918.383,789.533,0,596.01,526.859,291.604,322.373,150.882,568.998,255.595,468.424,87.472,176.622,-0.94,-99.869
2019,WEI,40,4020,402020,40202010,519130,7370,,721.954,603.136,0,394.839,358.974,183.141,327.115,148.76,482.19,199.432,446.203,36.423,127.404,-132.421,-162.3
2018,ALTM,10,1010,101020,10102040,486210,4922,,1857.319,468.03,,2071.033,98.521,0,-213.714,-213.746,78.358,68.923,68.923,-4.388,0.661,-175.1,624.374
2019,ALTM,10,1010,101020,10102040,486210,4922,,1500.854,31.737,4.027,1853.929,33.692,0,-353.075,-392.899,135.798,1380.109,1380.109,-369.67,76.273,-1503.688,983.463
2018,BCSF,40,4020,402030,40203010,523910,6797,,1791.014,,0,789.385,,126.697,1001.629,-32.678,99.294,19.354,19.354,26.645,-774.247,0,667.086
2019,BCSF,40,4020,402030,40203010,523910,6797,,2645.554,,0,1627.154,,14.226,1018.4,-19.995,197.945,46.748,46.748,98.085,-242.766,0,278.249
2018,BWMC,,,,,999990,9995,,201.778,1.299,0,7.164,0.164,0.086,194.614,0.287,0,0,0.106,0.288,-0.043,-200.007,201.326
2019,BWMC,,,,,999990,9995,,204.738,0.415,0,10.472,3.472,2.859,194.266,-0.06,0,0,3.713,-0.347,-1.39,0.21,0
2018,NFE,10,1010,101020,10102030,221210,4924,,699.402,153.78,15.959,416.755,404.755,43.177,282.647,,112.301,166.755,166.755,-78.076,-93.227,-177.486,264.306
2019,NFE,10,1010,101020,10102030,221210,4924,,1123.814,211.12,63.432,736.49,102.263,11.593,387.324,-45.853,189.125,362.479,362.479,-33.809,-234.261,-376.164,602.607
2018,MDRR,60,6010,601010,60101010,531120,6798,,53.107,,0,34.502,,0.826,18.605,-7.065,6.59,5.679,7.514,-2.743,-0.451,-5.154,6.669
2019,MDRR,60,6010,601010,60101010,531120,6798,,83.239,,0,62.386,,1.565,20.853,-13.548,8.269,7.182,8.533,-3.016,0.806,-34.931,32.076
2018,THOR,35,3520,352010,35201010,325414,2836,,191.506,190.044,0,7.146,7.042,2.228,184.36,-69.478,0,0,20.653,-56.609,-16.478,-0.922,202.095
2018,FVTI,25,2550,255010,25501010,4248,5180,,0.348,0.338,0.236,0.735,0.735,0.048,-0.387,-0.695,0.096,0.042,0.357,-0.262,-0.23,0,0.182
2019,FVTI,25,2550,255010,25501010,4248,5180,,0.193,0.074,0.029,0.954,0.856,0.033,-0.761,-1.069,0.275,0.216,0.654,-0.378,-0.173,0,0.182
2018,WTRH,25,2550,255020,25502020,519130,7370,,226.552,219.444,0,97.061,13.595,1.827,129.491,-70.931,69.273,51.428,95.939,-34.311,-15.842,-3.761,224.996
