fyear,tic,gsector,ggroup,gind,gsubind,naics,sic,spcsrc,at,act,invt,lt,lct,ap,teq,re,sale,cogs,xopr,ni,oancf,ivncf,fincf
2018,COOP,40,4010,401020,40102010,522292,6162,,16973,,1631,15028,,1255.3,1945,848,1790,1580,1580,1038,3545,-412,-4174
2019,COOP,40,4010,401020,40102010,522292,6162,,18305,,4077,16074,,1306.1,2231,1122,2007,1745,1745,274,702,-338,-313
2018,JOUT,25,2520,252020,25202010,336320,3690,B+,395.936,285.694,88.864,116.739,92.784,34.16,279.197,206.315,544.268,289.303,468.142,40.669,63.358,0.048,-4.935
2019,JOUT,25,2520,252020,25202010,336320,3690,B+,436.444,322.528,94.298,111.91,87.866,30.392,324.534,249.935,562.419,298.699,484.681,51.413,45.844,11.989,-6.186
2018,GBCS,60,6010,601010,60101050,531120,6798,C,38.296,,0,37.311,,0.424,0.985,-11.07,3.653,2.049,3.148,-1.992,0.108,-0.595,0.822
2019,GBCS,60,6010,601010,60101050,531120,6798,C,39.878,,0,39.511,,1.274,0.367,-11.962,6.986,4.111,5.629,-0.862,0.869,-2.408,1.224
2018,CMS1,55,5510,551030,55103010,22111,4931,,22025,1980,639,15105,1618,685,6920,1343,6464,4478,4478,705,1449,-1971,513
2019,CMS1,55,5510,551030,55103010,22111,4931,,23699,1872,597,15962,1712,593,7737,1485,6376,4271,4271,743,1601,-2137,508
2018,FGPR,55,5510,551020,55102010,454310,5900,,1363.281,363.921,83.694,2397.758,279.645,46.82,-1034.477,,2073.142,1760.921,1857.453,-254.581,74.148,49.527,-10.124
2019,FGPR,55,5510,551020,55102010,454310,5900,,1262.959,241.379,80.454,2401.897,908.357,33.364,-1138.938,,1684.392,1386.355,1485.115,-64.247,15.075,-124.327,0.995
2018,VGR,30,3020,302030,30203010,531210,6531,B+,1549.504,872.221,90.997,2096.87,484.92,13.144,-547.366,-562.151,1400.426,805.021,1160.534,58.105,181.834,43.463,55.495
2019,VGR,30,3020,302030,30203010,531210,6531,B+,1505.089,681.614,98.762,2190.105,461.133,10.222,-685.016,-700.272,1452.455,826.935,1196.942,100.974,124.071,-23.099,-313.225
2018,TVAGF,50,5020,502010,50201020,515210,4833,B-,534.575,255.716,1.163,262.376,248.35,74.95,272.199,63.372,551.91,501.527,501.527,8.312,25.133,-18.289,-9.99
2019,TVAGF,50,5020,502010,50201020,515210,4833,B-,575.146,257.97,0.782,284.957,252.465,75.1,290.189,81.132,569.91,497.47,497.47,16.452,51.472,-53.98,-12.221
2018,MEOH,15,1510,151010,15101010,325110,2860,B,4608.999,1252.076,387.959,2801.158,1047.353,617.414,1807.841,1063.072,3931.847,2332.079,2856.92,568.982,980.206,-306.351,-793.257
2019,MEOH,15,1510,151010,15101010,325110,2860,B,5196.615,1232.521,281.052,3566.255,648.246,493.754,1630.36,889.43,3283.514,2226.713,2799.937,87.767,515.431,-250.692,-104.053
2018,BNVIF,35,3510,351030,35103010,5415,7370,,4.9,3.754,0.141,1.204,1.204,0.865,3.696,-17.3,0.667,0.291,4.969,-4.773,-4.747,0,6.723
2019,BNVIF,35,3510,351030,35103010,5415,7370,,3.471,1.942,0.269,2.084,2.044,1.847,1.387,-24.963,0.687,0.102,7.053,-7.689,-6.525,-0.017,4.617
2018,SCHW,40,4020,402030,40203020,523920,6282,A,296482,,211126,275812,,265980,20670,17077,10989,5865,5865,3507,12456,-40555,47166
2019,SCHW,40,4020,402030,40203020,523920,6282,A,294005,,196846,272260,,260565,21745,20048,11785,6278,6278,3704,9325,11964,-13939
2018,EXETF,35,3510,351020,35102020,623110,8051,B,896.324,157.534,0,770.333,226.974,6.239,125.991,-368.779,1120.007,1025.771,1025.771,31.738,39.473,-55.052,-48.763
2019,EXETF,35,3510,351020,35102020,623110,8051,B,888.8,183.899,0,773.386,275.871,18.021,115.414,-386.377,1131.95,1040.839,1040.839,28.63,45.19,12.769,-28.668
2018,HUSKF,10,1010,101020,10102010,324110,2911,B,35225,5688,1232,15611,4994,1121,19614,11433,22252,17358,18161,1457,4134,-3521,-325
2019,HUSKF,10,1010,101020,10102010,324110,2911,B,33122,4938,1486,15826,4636,1178,17296,9113,19983,18074,19314,-1370,2971,-3197,-817
2018,TORSF,50,5020,502010,50201040,511110,2711,C,426.792,189.947,3.918,197.345,92.263,61.814,229.447,-195.727,543.391,508.793,508.793,-31.524,14.444,-9.838,-7.756
2019,TORSF,50,5020,502010,50201040,511110,2711,C,361.109,185.197,2.709,175.608,99.616,58.453,185.501,-240.023,478.975,449.827,449.827,-51.669,-9.916,-5.129,-11.005
2018,TGA,10,1010,101020,10102020,211120,1311,C,318.296,78.994,8.692,98.005,28.007,28.007,220.291,44.012,169.176,53.298,74.089,15.677,69.192,-40.248,-24.586
2019,TGA,10,1010,101020,10102020,211120,1311,C,308.325,65.786,17.516,93.835,33.592,32.156,214.49,37.012,137.251,50.626,68.524,-3.995,44.836,-37.109,-26.387
2018,QZMRF,15,1510,151040,15104020,21222,1040,C,0.075,0.075,0,2.917,2.917,0,-2.842,-29.983,0,0,0.236,-0.234,-0.62,0.002,0.459
2019,QZMRF,15,1510,151040,15104020,21222,1040,C,0.081,0.081,0,3.077,3.077,0.002,-2.996,-30.137,0,0,0.149,-0.154,-0.092,0.002,0.095
2018,CLH,20,2020,202010,20201050,562211,4955,B-,3738.321,1202.158,199.479,2568.565,602.278,276.461,1169.756,513.783,3300.303,2305.551,2807.898,65.636,373.21,-349.659,-110.997
2019,CLH,20,2020,202010,20201050,562211,4955,B-,4108.904,1400.908,214.744,2839.091,720.1,298.375,1269.813,624.843,3412.19,2387.819,2877.373,97.74,413.192,-217.856,-53.425
2018,ANFIF,30,3020,302020,30202030,311212,2040,,26.157,23.478,1.172,41.229,13.356,0.173,-15.072,-156.112,64.437,200.115,389.249,-304.912,-169.426,-2.891,33.542
2018,SMEYF,45,4510,451030,45103010,524292,6411,,46.111,28.943,0.199,55.667,53.005,18.187,-9.556,-52.52,77.079,53.674,78.664,-12.976,-1.765,-1.074,1.49
2019,SMEYF,45,4510,451030,45103010,524292,6411,,35.331,18.115,0.037,48.898,47.877,15.005,-13.567,-58.199,68.483,46.306,70.08,-5.083,2.25,3.878,-6.993
2018,CFPZF,15,1510,151050,15105010,321,2400,B-,3845.1,1349.3,762.5,1505.2,512.2,328.8,2339.9,1036.6,5044.4,4057.3,4165.3,354.9,536.1,-393.4,-186.8
2019,CFPZF,15,1510,151050,15105010,321,2400,B-,4527,1410.5,803.9,2458.1,967.5,364.2,2068.9,740.2,4658.3,4444.3,4565,-263,200.7,-944.6,549.9
2018,PCAR1,40,4020,402020,40202010,522220,6153,,9295.3,,0,7626.9,,372.6,1668.4,1489,707.5,128.5,128.5,92.5,663.7,-1390.1,738.5
2019,PCAR1,40,4020,402020,40202010,522220,6153,,10440.8,,7.8,8675.4,,471,1765.4,1579,762,133.3,133.3,103.2,572.3,-1479.7,885.9
2018,CCDBF,15,1510,151030,15103010,3222,2670,A,7027.6,2125.2,524.6,4354.5,1346.9,673,2673.1,2274.1,5161.5,3380.4,4166.2,466.8,772.7,-696.1,-67.3
2019,CCDBF,15,1510,151030,15103010,3222,2670,A,7038,2105,481.6,4140.3,1148,577.2,2897.7,2450.7,5321.3,3479.5,4254.1,477.1,779.5,-376.1,-256.2
2018,CADNF,15,1510,151030,15103020,322130,2631,B,4951,1402,605,3263,983,570,1688,1002,4649,3753,4163,59,373,-370,25
2019,CADNF,15,1510,151030,15103020,322130,2631,B,5180,1400,598,3514,1043,593,1666,983,4996,3941,4394,69,460,-540,121
2018,BDRBF,20,2010,201010,20101010,336411,3721,C,24958,12348,4402,28972,12392,3502,-4014,-8709,16236,13686,15124,232,597,-701,221
2019,BDRBF,20,2010,201010,20101010,336411,3721,C,24972,13483,4599,30883,15315,3259,-5911,-10847,15757,13735,15113,-1797,-680,-118,110
2018,AIN,20,2010,201060,20106020,313210,2221,B+,1417.992,593.049,85.904,809.712,189.306,52.246,608.28,431.257,982.479,561.03,751.266,82.891,132.485,-82.886,-27.258
2019,AIN,20,2010,201060,20106020,313210,2221,B+,1474.368,618.334,95.149,771.679,202.719,65.203,702.689,522.515,1054.132,591.345,786.355,132.398,200.352,-98.748,-100.307
2018,AEP10,55,5510,551010,55101010,2211,4911,,667.2,159.045,55.351,445.8,85.278,25.401,221.4,54.913,359.948,289.289,289.289,30.438,71.081,-14.284,-56.797
2019,AEP10,55,5510,551010,55101010,2211,4911,,875.383,154.679,75.222,633.19,258.144,21.833,242.193,75.706,327.034,248.769,248.769,20.793,49.122,-46.808,-2.314
2018,TUERF,60,6010,601010,60101040,531120,6798,,939.353,9.833,0,552.101,70.917,12.117,387.252,22.049,87.068,35.761,38.861,49.62,53.311,-233.463,175.228
2019,TUERF,60,6010,601010,60101040,531120,6798,,1375.556,12.129,0,820.115,138.644,15.276,555.441,8.133,106.457,44.392,49.926,24.178,58.594,-418.07,362.653
2018,4779B,40,4020,402030,40203020,523120,6211,,15815,,293,15815,,11495,0,0,8594,7385,7385,0,1138,-105,-833
2019,4779B,40,4020,402030,40203020,523120,6211,,19317,,382,19317,,13308,0,0,9526,8162,8162,0,13,-176,-567
2018,CYBE,45,4530,453010,45301010,333314,3827,B-,69.7,49.137,16.163,13.489,12.717,8.513,56.211,20.574,64.72,34.809,59.904,2.827,4.096,-2.425,0.621
2019,CYBE,45,4530,453010,45301010,333314,3827,B-,72.599,47.349,15.58,14.275,10.782,7.023,58.324,21.665,59.263,31.361,56.555,0.774,2.127,-5.565,0.031
2018,FKWL,45,4520,452010,45201020,334210,3661,C,25.137,21.75,1.615,8.102,8.102,7.61,17.035,13.171,30.066,24.386,32.15,-2.092,-2.009,-0.399,0.067
2019,FKWL,45,4520,452010,45201020,334210,3661,C,21.195,17.139,1.053,5.921,5.921,5.673,15.274,11.842,36.469,30.307,38.061,-1.276,0.775,-6.25,0
2018,MITK,45,4510,451030,45103010,333316,3577,C,127.15,37.628,0,31.756,20.407,3.573,95.394,-21.588,63.559,8.071,60.875,-11.807,5.626,-8.424,-0.429
2019,MITK,45,4510,451030,45103010,333316,3577,C,135.897,54.13,0,28.564,20.048,3.555,107.333,-24.867,84.59,10.878,76.687,-0.724,14.25,-10.507,4.383
2018,AMIVF,40,4010,401020,40102010,522220,6172,,699.75,,0,312.444,,1.564,387.306,0.756,58.316,9.221,9.221,33.769,41.481,-65.918,24.437
2019,AMIVF,40,4010,401020,40102010,522220,6172,,743.631,,0,288.111,,3.579,455.52,1.172,66.171,9.572,9.572,38.568,48.015,-33.673,-14.342
2018,UMEWF,50,5020,502030,50203010,519130,7370,,0.022,0.022,0,0.272,0.272,0.022,-0.25,-30.525,0.001,0.063,0.451,-0.845,-0.238,0,0.247
2018,SAN,40,4010,401010,40101010,522110,6020,,1670715.851,,6212.214,1547798.501,,1019227.906,122917.35,-18968.664,67686.346,25424.74,39008.95,8941.65,3910.97,3604.138,-3779.307
2019,SAN,40,4010,401010,40101010,522110,6020,,1708741.956,,5163.163,1584562.343,,1036458.022,124179.613,49206.588,68245.54,28045.59,41670.01,7311.02,3803.077,-8112.259,-11358.733
2018,PPL7,55,5510,551010,55101010,2211,4931,,15412,793,248,10689,1948,375,4723,,3214,1918,1918,445,915,-1116,195
2019,PPL7,55,5510,551010,55101010,2211,4931,,15931,845,250,10989,2246,327,4942,,3206,1818,1818,468,938,-1094,159
2018,VTDRF,10,1010,101010,10101010,213111,1381,,1129.562,326.233,45.195,1194.255,62.355,44.372,-64.693,-438.67,225.747,167.63,197.174,-141.468,12.794,-94.613,125.751
2019,VTDRF,10,1010,101010,10101010,213111,1381,,1090.737,345.837,48.368,437.646,76.535,49.599,653.091,17.064,166.819,155.25,189.898,455.734,535.639,-7.798,-524.284
2018,MNIQQ,50,5020,502010,50201040,511110,2711,D,1295.301,150.353,9.115,1636.966,180.538,37.521,-341.665,-2558.421,807.226,352.625,716.663,-79.757,25.919,-0.374,-106.344
2019,MNIQQ,50,5020,502010,50201040,511110,2711,D,911.255,114.512,5.297,1634.711,279.63,29.758,-723.456,-2941.355,709.516,297.294,642.525,-411.107,-6.763,7.219,-13.848
2018,FULT,40,4010,401010,40101015,522110,6020,A,20682.152,,37.617,18434.579,,16376.159,2247.573,886.969,954.039,174.965,543.088,208.393,296.82,-740.717,487.488
2019,FULT,40,4010,401010,40101015,522110,6020,A,21886.04,,44.659,19543.864,,17393.913,2342.176,1079.254,1041.466,209.742,588.077,226.339,127.713,-893.346,837.737
2018,GANS,40,4030,403010,40301040,524126,6331,B,408.616,,6.799,305.875,,23.024,102.741,6.749,393.542,359.158,359.158,20.209,50.618,-31.718,-18.727
2019,GANS,40,4030,403010,40301040,524126,6331,B,439.068,,12.166,326.658,,24.704,112.41,43.457,434.323,389.355,389.355,29.728,26.072,-10.994,-14.318
2018,BXS,40,4010,401010,40101015,522110,6020,A-,18001.54,,149.576,15795.803,,14069.966,2205.737,1471.762,932.53,82.771,508.171,221.317,223.371,577.587,-689.245
2019,BXS,40,4010,401010,40101015,522110,6020,A-,21052.576,,217.107,18367.559,,16410.699,2685.017,1650.713,1055.693,126.568,588.909,234.261,239.581,-1294.914,1055.903
2018,FAST,20,2010,201070,20107010,423,5000,A+,3321.5,2316.2,1278.7,1018.8,437.4,193.6,2302.7,2296.8,4965.1,2428,3828.2,751.9,674.2,-173.9,-446.5
2019,FAST,20,2010,201070,20107010,423,5000,A+,3799.9,2457.2,1366.4,1134.3,544.7,192.8,2665.6,2595.5,5333.7,2669.6,4129,790.9,842.7,-239.7,-595.1
2018,TATT,20,2010,201010,20101010,488190,4581,C,103.287,77.459,38.605,18.993,14.681,8.27,84.294,18.038,93.178,80.602,94.627,-4.408,2.08,-3.841,0.197
2019,TATT,20,2010,201010,20101010,488190,4581,C,114.675,83.638,43.907,29.305,20.704,11.981,85.37,19.076,102.032,82.098,95.682,0.806,3.422,-3.413,0
2018,WABC,40,4010,401010,40101015,522110,6020,B+,5568.526,,0.35,4952.935,,4866.839,615.591,165.845,199.287,1.959,74.645,71.564,96.629,-253.563,2.216
2019,WABC,40,4010,401010,40101015,522110,6020,B+,5619.555,,0.043,4888.138,,4812.621,731.417,265.186,205.657,1.888,73.182,80.389,80.702,-22.297,-105.268
2018,MXIM,45,4530,453010,45301020,334413,3674,B+,4451.561,3210.409,282.39,2520.621,797.395,92.572,1930.94,1930.661,2480.066,713.482,1487.343,467.318,819.464,-710.066,-812.035
2019,MXIM,45,4530,453010,45301020,334413,3674,B+,3743.982,2539.5,246.512,1898.706,371.167,84.335,1845.276,1845.004,2314.329,705.734,1449.573,827.486,875.84,856.911,-1518.893
2018,HLF,30,3030,303020,30302010,424210,5122,B,2789.8,1805,381.8,3513.2,1588.8,81.1,-723.4,-736.1,4891.8,2263.7,4123,296.6,648.4,-83.9,-593.1
2019,HLF,30,3030,303020,30302010,424210,5122,B,2678.6,1488.2,436.2,3068.6,964.4,81.6,-390,-427.8,4877.1,2387.3,4154.3,311,457.5,-108,-713
2018,FRC,40,4010,401010,40101015,522110,6020,A,99205.204,,98.985,90527.427,,79063.236,8677.777,3711.822,3575.051,606.59,1868.076,853.828,1111.204,-11062.019,10464.953
2019,FRC,40,4010,401010,40101015,522110,6020,A,116263.634,,23.304,106412.527,,90133.246,9851.107,4489.506,4156.699,877.002,2315.206,930.329,938.511,-17034.752,14984.639
2018,APH,45,4520,452030,45203015,334417,3678,A,10044.9,4571.6,1233.8,5980.7,2451.3,890.5,4064.2,2638.5,8202,5247.4,6206.9,1205,1112.7,-441.8,-1070.1
2019,APH,45,4520,452030,45203015,334417,3678,A,10815.5,4211.2,1310.1,6219.3,2132.7,866.8,4596.2,2917.5,8225.4,5313,6284.4,1155,1502.3,-1228.8,-648.4
2018,AKRXQ,35,3520,352020,35202010,325412,2834,D,1495.257,583.819,173.645,1051.391,170.823,39.57,443.866,-130.687,694.018,418.669,667.375,-401.909,-68.894,-69.131,-5.038
2019,AKRXQ,35,3520,352020,35202010,325412,2834,D,1288.639,480.047,170.047,1054.347,985.587,44.958,234.292,-361.229,682.429,399.188,662.688,-226.77,-36.919,-30.402,-12.928
2018,IPAR,30,3030,303020,30302010,325620,2844,B,799.167,569.402,160.978,213.421,186.977,88.118,585.746,415.081,675.574,236.981,569.812,53.793,63.041,-13.636,-55.882
2019,IPAR,30,3030,303020,30302010,325620,2844,B,828.832,573.296,167.809,219.834,184.465,73.294,608.998,434.784,713.514,258.849,600.058,60.249,76.452,-5.638,-68.183
2018,PII,25,2520,252020,25202010,336999,3790,B+,4124.915,1485.703,969.511,3251.063,1197.374,346.294,873.852,58.42,6082.54,4423.095,5429.37,335.257,477.112,-959.492,523.418
2019,PII,25,2520,252020,25202010,336999,3790,B+,4430.529,1626.96,1121.111,3308.729,1527.99,450.228,1121.8,214.536,6782.518,4951.995,6122.454,323.96,655.036,-239.287,-411.83
2018,EMLAF,30,3010,301010,30101030,445110,5411,B+,9602.4,2639.5,1441.8,5519.4,2681.3,2496.4,4083,1935.5,25161.4,19058.4,24238.9,387.3,885.6,-1094,133.8
2019,EMLAF,30,3010,301010,30101030,445110,5411,B+,14632.9,3255.5,1489.4,10619,4060,2951.9,4013.9,1888.2,26605.7,19954.9,24856.7,583.5,2089.4,-376.3,-1258
2018,OSB,15,1510,151050,15105010,321219,2400,B-,1942,509,220,1119,363,293,823,-461,2424,1686,1704,371,608,-211,-505
2019,OSB,15,1510,151050,15105010,321219,2400,B-,1921,462,230,1217,260,259,704,-578,1731,1582,1596,-42,19,-150,20
2018,ICPT,35,3520,352010,35201010,325414,2836,,509.167,482.425,0,490.037,114.205,11.765,19.13,-1781.044,179.804,460.712,460.712,-309.242,-240.714,-48.07,263.545
2019,ICPT,35,3520,352010,35201010,325414,2836,,754.886,721.315,0,703.33,162.005,18.975,51.556,-2124.61,252.002,560.766,560.766,-344.681,-236.613,-188.988,457.519
2018,ONEXF,40,4020,402030,40203010,523999,6799,B-,61973.091,14833.861,3624.205,54281.207,11299.715,5616.427,7691.884,3059.288,32455.468,23966.694,29450.761,-904.687,1839.393,-5572.761,2906.46
2019,ONEXF,40,4020,402030,40203010,523999,6799,B-,9838.05,,0,9838.05,,50.585,,8613.644,1433.229,411.162,,,603.124,-505.846,490.281
2018,WFG,15,1510,151050,15105010,321113,2421,B+,4791,1345,791,1895,595,260,2896,2405,6118,4558,4789,810,909,-354,-681
2019,WFG,15,1510,151050,15105010,321113,2421,B+,4668,1147,729,2194,837,239,2474,1991,4877,4533,4744,-150,115,-391,130
2018,IGIFF,40,4020,402030,40203010,523930,6282,B+,15608.714,,91.818,11007.147,,397.379,4601.567,2794.768,3239.181,2228.402,2228.402,776.168,785.153,30.03,-1131.798
2019,IGIFF,40,4020,402030,40203010,523930,6282,B+,15391.476,,56.166,10892.381,,434.957,4499.095,2852.558,3267.753,2253.7,2253.7,748.947,712.066,426.633,-1068.922
2018,SNCAF,20,2010,201030,20103010,541330,8711,B-,12939.692,4658.013,1855.273,9283.827,5608.068,2352.944,3655.865,1845.823,9879.919,9403.513,9501.056,-1316.898,-303.529,-45.377,269.715
2019,SNCAF,20,2010,201030,20103010,541330,8711,B-,11644.724,5150.092,1840.213,7927.297,4527.873,2153.52,3717.427,1909.926,9305.067,8941.215,9015.399,328.219,-355.273,2718.474,-1802.147
2018,SJR,50,5020,502010,50201030,515210,4841,B,14424,1026,101,8467,1611,98,5957,1580,5269,3248,3248,60,1351,-1174,-300
2019,SJR,50,5020,502010,50201030,515210,4841,B,15646,2216,86,9361,2835,114,6285,1651,5361,3261,3261,731,1568,-1133,627
2018,PXD,10,1010,101020,10102020,211120,1311,B-,17903,2580,242,5792,1818,1624,12111,3470,9379,5379,5868,978,3242,-2610,-703
2019,PXD,10,1010,101020,10102020,211120,1311,B-,19067,2191,205,6948,2496,1411,12119,4025,9671,5782,6184,756,3115,-2447,-788
2018,USM,50,5010,501020,50102010,517312,4812,B-,7274,1812,142,3207,691,313,4067,2444,3967,1789,3177,150,709,-464,-14
2019,USM,50,5010,501020,50102010,517312,4812,B-,8164,1573,162,3954,750,304,4210,2550,4022,1784,3190,127,724,-864,-152
2018,MAN,20,2020,202020,20202010,561320,7363,B+,8519.8,5997.1,0,5821.3,4175.9,2266.7,2698.5,2757.9,21991.2,18326.4,21077.8,556.7,483.1,-54.9,-484.9
2019,MAN,20,2020,202020,20202010,561320,7363,B+,9223.8,6484.5,0,6462.3,4441.4,2474.9,2761.5,3053.1,20863.5,17411.2,20065.8,465.7,814.4,-16.2,-337.4
2018,FTS,55,5510,551010,55101010,2211,4911,A-,53051,3261,398,34595,4252,679,18456,3010,8390,4812,4812,1166,2604,-3252,644
2019,FTS,55,5510,551010,55101010,2211,4911,A-,53404,2574,394,33291,4176,754,20113,3252,8783,4998,4998,1722,2663,-2768,154
2018,TAC,55,5510,551050,55105010,22111,4911,B-,9428,1312,242,5294,873,497,4134,-1015,2249,1131,1646,-198,820,-394,-651
2019,TAC,55,5510,551050,55105010,22111,4911,B-,9508,1341,251,5446,1117,413,4062,-1001,2347,1115,1590,82,849,-512,-14
2018,WCM.A,40,4020,402030,40203010,5311,6510,B-,24.964,3.241,0,0.624,0.624,0.624,24.34,-16.462,0.44,1.196,1.196,1.427,-0.327,1.762,0
2019,WCM.A,40,4020,402030,40203010,5311,6510,B-,61.259,51.831,0,4.878,4.74,0.674,56.381,4.936,1.12,1.831,1.831,34.145,-1.903,7.161,-3.261
2018,ITIC,40,4030,403010,40301040,524127,6361,B+,244.268,,0,68.629,,27.735,175.639,175.639,156.259,126.956,126.956,21.892,24.386,-2.807,-23.099
2019,ITIC,40,4030,403010,40301040,524127,6361,B+,263.893,,0,72.531,,28.318,191.362,191.362,183.502,141.415,141.415,31.458,20.916,4.489,-18.15
2018,DX,40,4020,402040,40204010,525990,6798,B-,3886.089,,0,3358.936,,58.915,527.153,-434.8,85.111,6.605,15.105,7.023,180.56,-869.337,690.281
2019,DX,40,4020,402040,40204010,525990,6798,B-,5370.604,,0,4787.616,,6.18,582.988,-438.395,164.435,7.52,15.987,-152.668,175.346,-1603.702,1473.882
2018,BID,25,2530,253020,25302020,561990,7389,B,2689.088,1351.008,43.635,2247.594,1248.789,101.366,441.494,816.289,1035.74,609.712,813.969,108.634,-77.812,-87.288,-548.57
2018,MGM,25,2530,253010,25301010,721120,7990,B-,30210.706,2526.778,110.831,19740.915,2948.882,302.578,10469.791,2414.923,11763.096,6918.875,9331.959,445.446,1722.539,-2083.021,389.234
2019,MGM,25,2530,253010,25301010,721120,7990,B-,33876.356,4007.693,102.888,21213.437,3191.423,235.437,12662.919,4191.135,12899.672,7603.489,10200.031,2046.433,1810.401,3519.434,-4529.594
2018,CDUAF,55,5510,551030,55103010,221210,4932,B+,21819,1856,31,15257,1645,845,6562,3651,4377,2654,2654,634,870,-1065,367
2019,CDUAF,55,5510,551030,55103010,221210,4932,B+,20044,1714,30,13123,739,536,6921,4007,3905,2045,2045,951,1358,-172,-788
2018,ATE1,55,5510,551010,55101010,2211,4911,,3699,240,33,2573,422,154,1126,147,1236,951,951,75,228,-334,105
2019,ATE1,55,5510,551010,55101010,2211,4911,,3933,270,34,2657,360,144,1276,122,1240,932,932,99,261,-376,113
2018,LVMUY,25,2520,252030,25203010,3152,2330,,85065.891,26963.483,14294.046,46188.604,19272.061,6083.986,38877.287,34649.181,53610.975,15645.026,39940.898,7274.679,9720.181,-3937.303,-4949.392
2019,LVMUY,25,2520,252030,25203010,3152,2330,,108298.484,29749.063,15392.98,65245.945,25387.139,6523.248,43052.539,38735.502,60227.544,15307.695,42319.754,8047.172,13071.184,-6586.09,-5312.413
2018,QTXB,35,3510,351010,35101010,339112,3841,C,0.582,0.36,0,2.088,2.088,0.056,-1.506,-51.231,0,0,0.235,-0.737,-0.258,0.201,-0.081
2019,QTXB,35,3510,351010,35101010,339112,3841,C,0.137,0.137,0,2.265,2.265,0.062,-2.128,-51.853,0,0,0.202,-0.622,-0.192,0,0
2018,WM,20,2020,202010,20201050,562111,4953,B+,22650,2645,102,16374,3108,1037,6276,9710,14914,9149,10602,1925,3570,-2169,-1508
2019,WM,20,2020,202010,20201050,562111,4953,B+,27743,6209,106,20673,3144,1065,7070,10584,15455,9378,10976,1670,3874,-2376,1964
2018,DELL,45,4520,452020,45202030,334111,3571,B,111820,36138,3649,111566,44972,19213,254,-21816,90621,60864,82126,-2310,6991,3389,-14329
2019,DELL,45,4520,452020,45202030,334111,3571,B,118861,36868,3281,115077,52456,20065,3784,-17600,92154,59410,82485,4616,9291,-4686,-4604
2018,NUZE,30,3020,302020,30202030,311920,2090,,2.983,2.255,0.135,0.571,0.476,0.268,2.412,-12.639,1.389,1.159,4.844,-3.577,-2.311,-0.55,4.336
2019,NUZE,30,3020,302020,30202030,311920,2090,,5.251,2.74,0.501,1.136,0.977,0.341,4.115,-24.887,1.794,1.046,13.446,-12.188,-4.401,-2.038,6.005
2018,TMXXF,40,4020,402030,40203040,523,6200,,31657.9,26485.3,0,28276.1,26660.4,26030.7,3381.8,431.5,817.1,272.5,365.4,286,347.1,37.4,-425.1
2019,TMXXF,40,4020,402030,40203040,523,6200,,32359.7,27105.2,0,28860.6,27153,26633.8,3499.1,521.9,806.9,259.8,340.6,247.6,344,-95.3,-234.8
